Zone, Tile_no, Seg_no, Reso, Seg_d_size, Seg_d_time, Bitrate, Bitrate1, Buf_lev, Buf_limit, Elapsed, Ref_vp, Local_avg
Z3, 12, 4, 4K, 188208.000000, 0.005153, 36523966.621386, 36523960.000000, 2.639895, 6, 1.360206, 15819232.146980, 15819232.146980
Z3, 13, 4, 4K, 232496.000000, 0.005960, 39009395.973154, 39009392.000000, 2.639895, 6, 1.360206, 16316318.017334, 16316318.017334
Z3, 14, 4, 4K, 211264.000000, 0.005655, 37358797.524315, 37358792.000000, 2.639895, 6, 1.360206, 15986198.327566, 15986198.327566
Z3, 15, 4, 4K, 137144.000000, 0.004863, 28201521.694427, 28201520.000000, 2.639895, 6, 1.360206, 14154743.161588, 14154743.161588
Z3, 16, 4, 4K, 161224.000000, 0.005102, 31600156.801254, 31600152.000000, 2.639895, 6, 1.360206, 14834470.182954, 14834470.182954
Z3, 17, 4, 4K, 143112.000000, 0.004670, 30644967.880086, 30644960.000000, 2.639895, 6, 1.360206, 14643432.398720, 14643432.398720
Z3, 18, 4, 4K, 232224.000000, 0.007706, 30135478.847651, 30135472.000000, 2.639895, 6, 1.360206, 14541534.592233, 14541534.592233
Z3, 19, 4, 4K, 183504.000000, 0.006069, 30236282.748393, 30236280.000000, 2.639895, 6, 1.360206, 14561695.372382, 14561695.372382
Z3, 20, 4, 4K, 122456.000000, 0.004488, 27285204.991087, 27285200.000000, 2.639895, 6, 1.360206, 13971479.820920, 13971479.820920
Z3, 21, 4, 4K, 129728.000000, 0.004556, 28474100.087796, 28474096.000000, 2.639895, 6, 1.360206, 14209258.840262, 14209258.840262
Z3, 22, 4, 4K, 119064.000000, 0.003869, 30773843.370380, 30773840.000000, 2.639895, 6, 1.360206, 14669207.496779, 14669207.496779
Z3, 23, 4, 4K, 158120.000000, 0.004572, 34584426.946632, 34584424.000000, 2.639895, 6, 1.360206, 15431324.212029, 15431324.212029
Z3, 24, 4, 4K, 199112.000000, 0.005458, 36480762.183950, 36480760.000000, 2.639895, 6, 1.360206, 15810591.259493, 15810591.259493
Z3, 25, 4, 4K, 183864.000000, 0.005541, 33182458.040065, 33182456.000000, 2.639895, 6, 1.360206, 15150930.430716, 15150930.430716
Z3, 26, 4, 4K, 123288.000000, 0.004156, 29665062.560154, 29665056.000000, 2.639895, 6, 1.360206, 14447451.334734, 14447451.334734
Z3, 27, 4, 4K, 129592.000000, 0.004160, 31151923.076923, 31151920.000000, 2.639895, 6, 1.360206, 14744823.438088, 14744823.438088
Z3, 28, 4, 4K, 120088.000000, 0.004081, 29426121.048763, 29426120.000000, 2.639895, 6, 1.360206, 14399663.032455, 14399663.032455
Z3, 29, 4, 4K, 156680.000000, 0.005045, 31056491.575818, 31056488.000000, 2.639895, 6, 1.360206, 14725737.137866, 14725737.137866
